,Unnamed: 0,Unnamed: 0.1,hmid,wid,reflection_period,original_hm,modified,num_sentence,ground_truth_category,predicted_category,match,sentence
17,22017,17795,45570.0,2661.0,24h,"My neighbor invited me over for some homemade ""carne asada"".",True,1.0,,bonding,0.0,"My neighbor invited me over for some homemade ""carne asada""."
1018,158654,68951,97001.0,90.0,3m,"Sang-woo, the leader of college rock band Active Volcano, dies and sets up a reunion for Gi-yeong and the other members of the group. Former bass player Seong-wook lives a hand-to-mouth existence working two jobs. Drummer Hyeok-su is a single father struggling to make a living as a car salesman. The jobless lead guitarist Gi-yeong dreams of taking over Volcano as the new frontman. When he suggests they reform the band while the old friends reminisce at the funeral, they all spurn the idea. But Gi-yeong persists and gets each to relent, setting the stage for a rock and roll reunion.",True,6.0,,bonding,4.0,"When he suggests they reform the band while the old friends reminisce at the funeral, they all spurn the idea."
1439,16072,12720,40471.0,493.0,24h,I made a new recipe at dinner tonight and it turned out great.,True,1.0,,achievement,0.0,I made a new recipe at dinner tonight and it turned out great.
1139,2470,2170,29858.0,10726.0,24h,"Last month, I got selection in a Government Examination.That moment of joy I cannot really express.....",True,1.0,,achievement,1.0,That moment of joy I cannot really express.
468,40658,33354,61208.0,5751.0,3m,"I recently gave my granddaughter gift cards for her to pick out her own clothes, for her Birthday.
 Her parents said that was best because she really had too much stuff.
 This way she could pick out what she liked.
 I gave her three for different stores. I try to respect the wishes of my son and his wife in regards to gifts, yet I tend to spoil my granddaughter at times regardless. This time I did only give her the gift cards along with one gift she could open up. I love giving her gifts and watching her open them. A few days ago my granddaughter Face Timed me after her and her mother went shopping, and she showed me all the clothes she picked out and bought with the gift cards I gave her she was so happy and had such a fun day of shopping. She told me she loved me and thanked me so much for all her new clothes and told me what a fun day she had. Things like this make me happy. It was special that she didn't just say thanks but actually showed me each and every piece she got and she was so excited. It was priceless and really made me happy. ",True,12.0,,affection,11.0,It was priceless and really made me happy.
195,51896,41927,69825.0,13642.0,3m,"Recently my wife helped decided to great me at the door with dinner ready. I know this doesn't seem like a big deal since most men might experience this on a daily bases, but my wife rarely does this for me. I was so happy when she did this because I was having a bad day and this cheered me right up. ",True,3.0,,affection,2.0,I was so happy when she did this because I was having a bad day and this cheered me right up.
703,137986,51956,79896.0,2629.0,3m,I moved into a new apartment a month and a half ago.,True,1.0,achievement,achievement,0.0,I moved into a new apartment a month and a half ago.
1276,15379,12109,39857.0,419.0,24h,"I got an email from a friend I haven't heard from in a while, and I responded to him.",True,1.0,,bonding,0.0,"I got an email from a friend I haven't heard from in a while, and I responded to him."
855,151121,62791,90789.0,11175.0,3m,My son has been sick and just went to the doctors and finally got some answers and that he is finally getting better.,True,1.0,,affection,0.0,My son has been sick and just went to the doctors and finally got some answers and that he is finally getting better.
1398,142091,55325,83280.0,1270.0,3m,I got good news about a new job I started.,True,1.0,,achievement,0.0,I got good news about a new job I started.
406,46502,37813,65697.0,9346.0,3m,I was in a search of job I searched in most of the companies but finally I found in my own company in different team.,True,1.0,achievement,achievement,0.0,I was in a search of job I searched in most of the companies but finally I found in my own company in different team.
269,25449,20793,48580.0,2404.0,24h,My girlfriend calling and telling me she loved me before she went to bed.,True,1.0,,affection,0.0,My girlfriend calling and telling me she loved me before she went to bed.
171,21670,17482,45256.0,6143.0,24h,My daughter learned new word and now can express what she wants or needs. ,True,1.0,,affection,0.0,My daughter learned new word and now can express what she wants or needs.
86,4020,3308,31003.0,489.0,24h,I got appreciation from seniors at office.,True,1.0,,achievement,0.0,I got appreciation from seniors at office.
521,159628,69751,97804.0,2442.0,3m,"Last month while I was cleaning my room, I found an old The Strokes vinyl I had received as a gift. I was convinced it was gone forever but when I found it I was ecstatic. ",True,2.0,,achievement,0.0,"Last month while I was cleaning my room, I found an old The Strokes vinyl I had received as a gift."
587,154397,65498,93515.0,626.0,3m,My daughter brought me some lunch yesterday.,True,1.0,,affection,0.0,My daughter brought me some lunch yesterday.
1126,176407,83609,111736.0,2096.0,24h,Making an amazing dinner of honey cilantro lime chicken.,True,1.0,,leisure,0.0,Making an amazing dinner of honey cilantro lime chicken.
842,39197,32424,60275.0,902.0,3m,I got my car fixed!,True,1.0,,achievement,0.0,I got my car fixed!
100,139484,53208,81151.0,1124.0,3m,"When two songs you love play back to back on the radio makes me feel happy,  When you've finished a really good book and you just put it down on your lap and stare into space for a couple minutes because you need to collect yourself and return to reality make me feel happy, Surprises,Good surprises makes me feel happy.",True,1.0,,enjoy_the_moment,0.0,"When two songs you love play back to back on the radio makes me feel happy,  When you've finished a really good book and you just put it down on your lap and stare into space for a couple minutes because you need to collect yourself and return to reality make me feel happy, Surprises,Good surprises makes me feel happy."
197,136115,50421,78358.0,7927.0,3m,My cousin invited me to a WWE show and paid for my ticket.,True,1.0,affection,affection,0.0,My cousin invited me to a WWE show and paid for my ticket.
353,194466,99143,127362.0,535.0,24h,I LOVE IN ONE GIRL SO I GOT MARRIED MY LOVER. SO I AM VERY HAPPY,True,2.0,,affection,0.0,I LOVE IN ONE GIRL SO I GOT MARRIED MY LOVER.
1318,164082,73563,101642.0,10037.0,3m,Winning on scratch ticket. ,True,1.0,,achievement,0.0,Winning on scratch ticket.
1385,149486,61361,89348.0,1092.0,3m,I bought a new care last week.,True,1.0,,achievement,0.0,I bought a new care last week.
256,190462,95802,124003.0,912.0,24h,WE PLAYED A GAME WITH FRIENDS. I OWN IT EVERYONE CONGRATULATED ME I WAS AT THE HEAVEN THAT RIGHT MOVEMENT. I BELIEVE THIS MY FAVORITE MOVEMENT IN MY LIFE.,True,3.0,,bonding,0.0,WE PLAYED A GAME WITH FRIENDS.
1436,14277,11210,38952.0,1696.0,24h,"Last night I went to a Baby-shower for the (unborn) son of my godson, nice food and nice company. Happy music and games for everyone.",True,2.0,,affection,1.0,Happy music and games for everyone.
766,141935,55203,83158.0,11626.0,3m,I found out that I was pregnant by taking a pregnancy test 5 weeks ago.,True,1.0,achievement,achievement,0.0,I found out that I was pregnant by taking a pregnancy test 5 weeks ago.
496,168944,77471,105570.0,1240.0,3m,When I have all the time in the world in the shower. It feels so fulfulling and relaxing especially in this heat.,True,2.0,,enjoy_the_moment,1.0,It feels so fulfulling and relaxing especially in this heat.
